"id","question_id","answer_id","value","created_at","updated_at"
"390","78","35","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"391","78","36","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"392","78","37","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"393","78","38","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"394","78","39","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"395","78","40","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"396","79","35","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"397","79","36","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"398","79","37","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"399","79","38","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"400","79","39","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"401","79","40","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"402","80","35","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"403","80","36","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"404","80","37","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"405","80","38","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"406","80","39","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"407","80","40","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"408","81","35","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"409","81","36","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"410","81","37","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"411","81","38","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"412","81","39","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"413","81","40","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"414","82","35","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"415","82","36","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"416","82","37","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"417","82","38","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"418","82","39","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"419","82","40","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"420","83","35","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"421","83","36","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"422","83","37","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"423","83","38","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"424","83","39","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"425","83","40","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"426","84","35","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"427","84","36","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"428","84","37","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"429","84","38","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"430","84","39","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"431","84","40","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"432","85","35","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"433","85","36","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"434","85","37","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"435","85","38","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"436","85","39","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"437","85","40","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"438","86","35","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"439","86","36","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"440","86","37","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"441","86","38","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"442","86","39","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"443","86","40","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"444","87","35","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"445","87","36","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"446","87","37","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"447","87","38","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"448","87","39","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"449","87","40","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"450","88","35","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"451","88","36","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"452","88","37","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"453","88","38","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"454","88","39","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"455","88","40","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"456","89","35","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"457","89","36","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"458","89","37","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"459","89","38","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"460","89","39","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"461","89","40","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"462","90","35","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"463","90","36","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"464","90","37","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"465","90","38","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"466","90","39","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"467","90","40","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"468","91","35","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"469","91","36","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"470","91","37","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"471","91","38","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"472","91","39","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"473","91","40","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"474","92","35","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"475","92","36","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"476","92","37","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"477","92","38","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"478","92","39","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"479","92","40","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"480","93","35","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"481","93","36","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"482","93","37","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"483","93","38","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"484","93","39","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"485","93","40","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"486","94","35","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"487","94","36","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"488","94","37","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"489","94","38","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"490","94","39","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"491","94","40","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"492","95","35","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"493","95","36","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"494","95","37","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"495","95","38","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"496","95","39","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"497","95","40","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"498","96","35","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"499","96","36","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"500","96","37","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"501","96","38","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"502","96","39","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"503","96","40","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"504","97","35","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"505","97","36","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"506","97","37","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"507","97","38","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"508","97","39","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"509","97","40","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"510","98","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"511","98","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"512","98","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"513","98","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"514","99","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"515","99","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"516","99","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"517","99","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"518","100","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"519","100","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"520","100","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"521","100","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"522","101","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"523","101","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"524","101","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"525","101","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"526","102","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"527","102","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"528","102","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"529","102","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"530","103","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"531","103","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"532","103","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"533","103","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"534","104","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"535","104","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"536","104","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"537","104","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"538","105","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"539","105","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"540","105","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"541","105","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"542","106","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"543","106","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"544","106","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"545","106","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"546","107","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"547","107","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"548","107","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"549","107","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"550","108","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"551","108","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"552","108","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"553","108","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"554","109","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"555","109","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"556","109","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"557","109","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"558","110","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"559","110","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"560","110","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"561","110","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"562","111","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"563","111","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"564","111","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"565","111","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"566","112","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"567","112","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"568","112","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"569","112","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"570","113","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"571","113","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"572","113","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"573","113","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"574","114","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"575","114","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"576","114","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"577","114","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"578","115","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"579","115","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"580","115","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"581","115","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"582","116","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"583","116","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"584","116","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"585","116","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"586","117","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"587","117","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"588","117","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"589","117","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"590","118","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"591","118","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"592","118","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"593","118","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"594","119","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"595","119","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"596","119","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"597","119","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"598","120","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"599","120","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"600","120","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"601","120","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"602","121","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"603","121","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"604","121","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"605","121","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"606","122","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"607","122","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"608","122","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"609","122","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"610","123","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"611","123","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"612","123","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"613","123","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"614","124","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"615","124","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"616","124","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"617","124","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"618","125","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"619","125","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"620","125","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"621","125","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"622","126","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"623","126","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"624","126","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"625","126","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"626","127","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"627","127","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"628","127","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"629","127","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"630","128","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"631","128","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"632","128","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"633","128","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"634","129","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"635","129","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"636","129","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"637","129","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"638","130","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"639","130","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"640","130","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"641","130","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"642","131","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"643","131","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"644","131","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"645","131","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"646","132","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"647","132","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"648","132","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"649","132","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"650","133","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"651","133","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"652","133","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"653","133","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"654","134","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"655","134","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"656","134","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"657","134","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"658","135","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"659","135","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"660","135","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"661","135","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"662","136","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"663","136","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"664","136","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"665","136","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"666","137","41","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"667","137","42","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"668","137","43","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"669","137","44","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"670","138","45","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"671","138","46","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"672","138","47","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"673","138","48","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"674","139","49","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"675","139","50","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"676","140","51","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"677","140","52","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"678","141","53","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"679","141","54","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"680","141","55","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"681","141","56","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"682","142","49","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"683","142","50","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"684","143","49","0","2021-05-09 15:06:30","2021-05-09 15:06:30"
"685","143","50","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"686","144","57","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"687","144","58","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"688","144","59","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"689","144","60","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"690","144","61","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"691","145","57","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"692","145","58","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"693","145","59","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"694","145","60","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"695","145","61","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"696","146","57","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"697","146","58","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"698","146","59","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"699","146","60","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"700","146","61","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"701","147","57","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"702","147","58","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"703","147","59","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"704","147","60","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"705","147","61","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"706","148","57","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"707","148","58","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"708","148","59","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"709","148","60","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"710","148","61","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"711","149","57","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"712","149","58","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"713","149","59","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"714","149","60","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"715","149","61","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"716","150","57","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"717","150","58","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"718","150","59","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"719","150","60","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"720","150","61","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"721","151","57","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"722","151","58","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"723","151","59","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"724","151","60","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"725","151","61","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"726","152","57","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"727","152","58","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"728","152","59","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"729","152","60","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"730","152","61","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"731","153","57","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"732","153","58","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"733","153","59","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"734","153","60","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"735","153","61","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"736","154","57","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"737","154","58","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"738","154","59","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"739","154","60","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"740","154","61","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"741","155","57","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"742","155","58","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"743","155","59","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"744","155","60","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"745","155","61","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"746","156","57","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"747","156","58","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"748","156","59","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"749","156","60","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"750","156","61","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"751","157","57","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"752","157","58","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"753","157","59","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"754","157","60","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"755","157","61","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"756","158","57","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"757","158","58","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"758","158","59","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"759","158","60","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"760","158","61","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"761","159","57","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"762","159","58","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"763","159","59","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"764","159","60","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"765","159","61","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"766","160","57","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"767","160","58","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"768","160","59","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"769","160","60","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"770","160","61","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"771","161","57","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"772","161","58","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
"773","161","59","3","2021-05-09 15:06:30","2021-05-09 15:06:30"
"774","161","60","4","2021-05-09 15:06:30","2021-05-09 15:06:30"
"775","161","61","5","2021-05-09 15:06:30","2021-05-09 15:06:30"
"776","162","57","1","2021-05-09 15:06:30","2021-05-09 15:06:30"
"777","162","58","2","2021-05-09 15:06:30","2021-05-09 15:06:30"
